user_id,actual,model_preds
105,"[  923746  1021152 10149761 10250438  1005186  1134454  1139830   818996
   831815   845774   848561   850614   854405   897413   909894   919596
   926900   953339   961554   965701   969836   982955   991999   992786
   995242  1003421  1027773  1040371  1041984  1043095  1054654  1077410
  1096727  1110292  1119761  1131047  1134161  6391381  6463658  6773108
  7025250  7025326  8067128  9527487  9836903 10251745 12302069 12810393
 13417502 13512060 15571171   845262   880460  1015731  1125199  9837807
   833723  1004906  1089766  6534074  8019649  1017201   845705   900370
   907014   913794   937845   981086  1077555  1135476  1038217]","[883404, 923746, 1096036, 844179, 948650, 1004906, 957741, 850614]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
109,"[  822346   825343   829323   832001   847521   862682   868971   889731
   907014   915987   916122   919535   953476   955075   961554   986947
  1040935  1041984  1058997  1070803  1082185  1089025  1103975  9836460
 10456346 10456370 15571171 15717071   830795   840361   872461   880150
   927265  1003629  1076366  1097418  1125891  1139058  9527593]","[1058997, 862682, 1129709, 962609, 873203, 845319, 1135886, 847521, 6979345, 961554]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
110,"[  977654  1044655  1075707  9832160   900697   928749   948086  1046465
  1135476 13511493 17330255]","[1068719, 859075, 994928, 871756, 1133018, 1106523, 1070015, 922907, 860975, 1062001]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
113,"[  827261   833458   850533   851676   863780   871563   879635   880253
   890344   893739   905636   914190   923528   923746   924198   927080
   938300   947427   953320   962970   969791   971790   976199   992730
  1002824  1041204  1061161  1065680  1070820  1087231  1090953  1094767
  1101706  1108982  1110341  1129893  1138772  5590999  6034857  6463423
  6548453  7410071  8204085  9831953  9878513 10141610 12172355 12263687
 13095187 13213255 13213650 13910907 13911584 15629553 15972140 16097195
 16769856 16770147 17105257   867330   981686  1087755   951954  1057968
   827180   848270   857503   860439   864279   867188   898554   899624
   908493   918994   925425   934399   969568   972558   985062   997487
   997663  1000908  1003808  1004001  1007244  1039589  1041259  1042907
  1051516  1118648  1127313  1133519  5568378  5569230  5978656  6533681
  7099176  8119000  9266262  9935616 10121616 12811006 12984929 13072689
 13115161 13416216 13877226 15626906 15831567   943320   987480  1015785
  9677366  6534178   822049   833025   862349   874617   909067   917384
   949784   966358   968774   999270  1004906  1033142  1043590  1051527
  1061982  1080252  1082185  1096280  1114006  1124551  1138125  6979160
  7466845 12756877 13115914 15778341 16769633 16769802   854852   860776
   904236   909268   957521   999104  1012284  1018339  1033372  1122085
  1132298  6979518  8090440 10351629   821556   840361   874972   892314
   903325   927191   962568  1090291  1097418  1131321  5569471  8203851
  9677791   828009   841872   845814   859691   866573   874750   878996
   894447   894968   895070   910777   912503   913278   938004   939442
   962797   970202   973654   988206  1002261  1012701  1015597  1038443
  1041688  1052103  1054080  1070723  1082611  1094736  1110793  1112873
  1116005  1121894  5567605  5570513  7025326  7410348  8019808  9368228
  9832514 12352204 12781828 12782182 13190142 13416351 13512060 14050434
 15596651 16058731 17381995   832221   845262   877498   893501   900598
   901840   908064   916122   926018   929668   937292   944249   969836
   974204   977900  1001277  1009246  1016188  1031864  1042867  1053690
  1062283  1067890  1083548  1095374  1096635  1098844  1113460  1116741
  1118330  1133018  8020205  8069230  8119128 12731408 14025315 15511891
 15831452]","[840361, 1070820, 913210, 976199, 932242, 1003188, 833458, 916122, 878996, 1105488]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
114,"[  883404  1107973  5568489 13417846 16219167   823721   823915   829456
   833715   845319   870403   889994   904812   916122   917438   919596
   935770   949510   968214   970710  1004457  1005820  1015597  1022654
  1029743  1033887  1064299  1087851  1090410  1108296  1127863  1134161
  5585635  5585735  6391148  6443332  9296795  9522453 13417048 13512668]","[1095040, 827570, 7025203]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
117,"[  852182   862349   910439   920002   951590   976065   992542  1015612
  1036743  1041796  1052912  1056651  1082185  1123621  1125948  8290587
 16058672   873627   882496   899682   934639   973693   979707  1029737
  1119761]","[1068719, 840361, 867188, 862349, 852360, 1050229, 1078346, 1056651, 1043128, 9571047]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
118,"[ 6534178   849843   856922   893018   905459   909894   915617   943858
   967395   972456  1031923  1041459  1041984  1048893  1068719  1081421
  1082310  1083043  1135460 12428210 13381584 13945201 15716120 15716608
   835864   856788   875638   878157   902961   909268   939346   959022
   973916   995785  1058997  1082185  1135476  5995596  7168996 13911564
 15830202   984861  9803601   831863   835424   860776   862308   877337
   918335   935968   966014   966695  1003178  1006184  1027168  1030182
  1036658  1054945  1074274  1083230  1085762  1091793  1098844  1100125
  1117537  1135045]","[893018, 896369, 849843, 1058997, 915617, 856788, 1135460, 1046131, 845319, 935968]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
119,"[  825625   861272   869728   877803   908531   983858   990865   995242
  1001266  1077555  1113651  1136397  5568197 13115810   825180   840102
   845208   845715   908846   932182   935908   960551   970834   975974
   976199   993514  1042438  1043128  1079414  1104405  7166865 13510934
 16809393 16809488 16809659   835511   948232   950557   979792   981760
   995639  1002850  1011645  1076056  1134161  8293382 10285144 12301404
 15573378 15716675   847738   859440   862434  1032856 13095622 15596542
 15863737  1118600]","[830775, 940700, 1105488, 1002771, 825994, 940947]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
121,[ 847982  899624 1029743 8090537 6533765 6534178],"[], Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,,                            15926886]"
123,"[ 1007191  1029743  1065955  1083840   890610   896617   979022   981760
   993466  1005186  1007512  1009969  1020682  1032950  1044078  1056509
  1100856  1130763  8090532 12946257 13506200   849843  1031864   869755
  1081944]","[826249, 840361, 849843, 1101567, 851865, 916122, 12301405, 890610]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
127,"[  995242  1124342  1133018  6464208  7441498  1075368  6534178   949635
  1008132   825541   883404  1024306  1042697  1055646  1082185  1098248
  1112333  6548453  6919433 16221105   839243   908531  5584007  6034857
 14025614   825751   854852   910032   960791   981874  1017201  1058779
  1080841  1096036  1099089  1116005  1118787  1119761  5566592  8118768
 13115611  1015597  7025203   826265   835098   867188   883370  1034686
  1035805  1135476]","[883404, 923746, 1068719, 865456, 840361, 867188, 963502, 914190, 839243, 1123146]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
131,"[  819518   823098   825494   839243   845262   849809   849843   856119
   873654   873902   874617   881883   893018   893868   899624   902238
   911812   920455   923746   927238   949983   953134   962568   979566
   979707   981944   987571   998373  1011172  1020682  1022254  1055646
  1057260  1082185  1091021  1096343  1105917  1136353  5567545  6391517
  6979545  9419555  9837349 12487572 12731517 13671857 17105483  1416706
   845705  1050851  1151094  1174443  1179065  1197658  1218463  1239444
  1309328  1315743  1340744  1357115  1397315  1419809  1425669  1433194
 12174635 12185601 13191138 13191526 13213995   852856  1022097   840361
   848319  1130858  1331582  1419980   905913   995242  1023958  1044895
  1050038  1068719  1069621  1079179  1138125  1190075  1228634  1243632
  1246235  1380233  1397646  1430674  5660779 13988878   945244   995785
  1125904 10459030   850834   857638   897907   909894   919012   922847
   927498   935990   944317   970725  1026209  1043301  1044078  1048068
  1058068  1058543  1071939  1080331  1085295  1089306  1109188  1128417
  1137342  9487927  9832538 10457468 13115701 15596093]","[], Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,,                            15926886]"
133,"[17179903   826249   833969   840361   889774   891279   899459   940108
   977545  1026586  1027960  1029743  1059930  1075637  1120532  1128244
  5590661  6034648  6040065  9268695 10456152 12599585   961554   977780
   995785  5569845  5584760  6534035 15863850   834484   837362   850679
   855672   857503   873916   884945   885468   887102   887503   904973
   918907   939770   962568   963971   976199   979707   980644   980666
   981760   999599  1003031  1006906  1027691  1032733  1033439  1039126
  1051781  1052912  1053628  1065496  1069094  1082185  1083071  1116096
  1124100  1135476  5568729  7442843 12731544 12731571 15778315]","[1104414, 1034956, 977867, 7024830, 866211, 962568, 1003600, 5568228]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
136,"[  828106   848561   850614   854852   861279   885858   937292   961554
   962568   967762  1003838  1009770  1026984  1049454  1051211  1055646
  1070702  1071670  1071939  1076881  1119060  1130858  5591083  7467039
  8090537 12812261 13511556 13876397   900185  1008799  1123971 13672334
   845705   849297   989354   998185  1045109  9913434]","[8090521, 1096036, 1106523, 865511]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
139,"[ 6534178   819845   844165   846743   849520   862123   868764   893501
   952846   994928  1007434  1011609  1022254  1074271  1076875  1098815
  1110697  1137680  9187298 12811532 13130916   870424   907099   960652
   980823  1005898  1058997  1082185  1110572  8181048   820347   831008
   847789   855672   864276   879755   890288   892040   909894  1014686
  1033720  1036936  1038692  1052729  1061394  1068957  1095275  1107553
  1124305  1135476  5578643  5584100  5585966  5586658  5586955  5978656
  6034780  6534902  6602524 10285144 13941507 14050714 15830545 15973146
   869868   906262  1076881 12384332 13910795]","[1107553, 1058997, 968774, 879635, 866211, 1005898, 968695, 9673830, 9673266]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
149,"[  835334  1054080  1072523  1091246  9245479   821200   828857   862349
   870421   873527   887661   890612   906844   908489   913210   914190
   926164   937292   944938   945809   967514   979707   981760   982009
   987445  1000493  1010190  1030362  1036501  1041390  1053690  1065496
  1079516  1090017  1093334  1104146  1117336  1120361  1120532  1125739
  1135096  1137775  5568729  6533936  8249290  9859112 13002975 13382402
 15506691   873044   888391   900802  1002236  1127863  6534178   940839
   957951   995785   999714  9676820 12263788   961377   962568  1040100
  1041259 13131271   822583   825970   830304   831371   831815   841220
   842140   843208   853904   859129   868868   869388   873178   897954
   899459   903674   921438   968522   975946   986557   989101   999730
  1003421  1004906  1017380  1022843  1023160  1035357  1038200  1068391
  1070702  1071378  1071939  1074775  1084001  1091021  1108590  1119860
  1119879  1130125  1135834  1139142  6632785  6704088  9527323  9834988
 12754036 12949378 13213402 13876345   923747  9527350]","[883932, 876504, 862349, 908489, 999104, 6533936, 892503, 890612, 820361, 821200]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
